fname,sentence,I-ORG
pr2326_54,31,Ham
pr2328_54,62,Brugsen
pr2330_54,4,Ringkjøbing
pr2332_54,26,toldbod
pr2334_54,17,Facebook
pr2334_54,44,Ham
pr2334_54,46,Ham
pr2334_54,48,Ham
pr2334_54,49,Ham
pr2334_54,58,hjemmeholdet
pr2334_54,78,Ham
pr2340_54,49,Ham
pr2341_54,0,"Holstebro, ”"
pr2342_54,10,"Jyllands, Posten"
pr2343_54,2,Sovjet
pr2343_54,3,Bornholmer
pr2343_54,11,DDR
pr2346_54,43,FNs
pr2346_54,44,folketinget
pr2346_54,85,Ham
pr2348_54,66,Ham
pr2349_54,2,blomsterede
pr2349_54,11,Vitskøl
pr2349_54,31,Borbjerg
pr2350_54,11,"World, Trade, Center"
pr2350_54,18,PET
pr2350_54,59,Brugsen
pr2351_54,99,Ham
pr2351_54,102,Ham
pr2353_54,0,Tim
pr2357_54,17,Ham
pr2358_54,34,Karnevalet
pr2358_54,43,Testamente
pr2358_54,53,kongers
pr2358_54,72,Efa
pr2359_54,35,allemandsland
pr2360_54,0,Brøndby
pr2360_54,34,Testamente
pr2360_54,43,kongers
pr2360_54,62,Efa
pr2363_54,46,TV
pr2364_54,24,sok
pr2364_54,76,Ham
pr2365_54,1,Indenrigsministeriet
pr2365_54,1,"Velling, ”"
pr2365_54,2,Indenrigsministeriet
pr2365_54,3,Indenrigsministeriet
pr2366_54,12,Finansministeriet
pr2367_54,20,Finansministeriet
pr2369_54,60,Ham
pr2370_54,75,Davids
pr2374_54,6,Sjællands
pr2374_54,7,reformationstiden
pr2376_54,26,Sint
pr2376_54,30,"Sint, Jans"
pr2382_54,51,Jesus
pr2383_54,13,Højre
pr2383_54,29,Tim
pr2383_54,60,Jesus
pr2386_54,9,Ham
pr2386_54,10,Ham
pr2388_54,35,Jesus
pr2389_54,20,lutherske
pr2392_54,18,evangelist
pr2395_54,75,Ham
pr2397_54,77,Ham
pr2399_54,0,Tjekkiets
pr2400_54,0,Tjekkiets
pr2402_54,35,Tim
pr2403_54,83,Ham
pr2408_54,38,Brugsen
pr2409_54,3,FCM
pr2409_54,5,AAB
pr2411_54,8,evangelist
pr2415_54,14,Ham
pr2416_54,4,Testamente
pr2418_54,30,Ham
pr2419_54,51,Ham
pr2420_54,49,Ham
pr2424_54,39,hvedekorn
pr2424_54,52,romerske
pr2424_54,53,romerske
pr2425_54,40,hvedekorn
pr2425_54,53,romerske
pr2425_54,54,romerske
pr2426_54,8,Mines
pr2426_54,25,Testamente
pr2426_54,26,Ham
pr2426_54,60,Mine
pr2428_54,68,forladelse
pr2429_54,32,Ham
pr2429_54,33,"Det, sixtinske, Kapel"
pr2430_54,78,Ham
pr2438_55,44,Det
pr2438_55,44,Testamente
pr2438_55,87,Folkekirkens
pr2441_55,1,Politiken
pr2444_55,35,TV
pr2448_55,20,Råd
pr2450_55,9,Gamle
pr2468_55,0,SS
pr2473_55,4,Ham
pr2474_55,60,tyske
pr2477_55,5,Rigshospitalet
pr2477_55,25,Giro
pr2477_55,45,Rigshospitalet
pr2483_55,15,farisæernes
pr2483_55,63,Facebook
pr2490_55,1,Brugsen
pr2490_55,1,Rema
pr2490_55,30,DR
pr2496_55,43,TV
pr2503_55,40,Folkekirken
pr2504_55,56,Gyldendal
pr2508_55,14,Vega
pr2509_55,21,Føtex
pr2509_55,52,Apartheid
pr2512_55,52,PET
pr2513_55,38,evangelist
pr2513_55,66,DDS
pr2514_55,51,romerske
pr2517_55,37,Ministeriet
pr2519_55,1,Facebook
pr2519_55,43,Facebook
pr2521_55,69,Folkekirkens
pr2521_55,71,Folkekirkens
pr2521_55,81,Folkekirkens
pr2522_55,66,"Århus, Universitet"
pr2526_55,67,"Kristeligt, Dagblad"
pr2526_55,82,Provsten
pr2533_55,15,Brugsen
pr2536_55,2,"Den, Gamle"
pr2536_55,10,Brugsen
pr2536_55,42,Århus
pr2539_55,72,Folkekirken
pr2539_55,73,Folkekirken
pr2540_55,7,blæsten
pr2542_55,53,Kristeligt
pr2544_55,50,romerske
pr2545_55,11,Ham
pr2545_55,16,Ham
pr2551_55,0,Robben
pr2551_55,1,blæsten
pr2551_55,9,Beatles
pr2551_55,9,depeche
pr2551_55,10,Berlinmuren
pr2551_55,10,Robben
pr2555_51,48,Sl
pr2556_52,7,"Egå, Sognegård"
pr2556_52,9,DDR
pr2556_52,16,romerske
pr2556_52,35,Det
pr2556_52,35,Testamente
pr2556_52,38,Stasi
pr2556_52,39,Stasi
pr2558_53,22,Ham
pr2559_53,68,Ham
pr2560_53,4,lotto
pr2562_53,10,Testamente
pr2563_53,9,pines
pr2564_53,5,lotto
pr2564_53,35,FDF
pr2564_53,57,Ham
pr2565_53,7,Ham
pr2565_53,9,Ham
pr2567_53,55,Ham
pr2569_53,51,MH
pr2570_53,9,Ham
pr2570_53,12,Cowboys
pr2570_53,33,Ham
pr2570_53,49,"Gamle, Testamente"
pr2570_53,54,Ham
pr2570_53,63,Ham
pr2571_53,56,Ham
pr2572_53,49,Ham
pr2574_53,28,krydrer
pr2575_53,71,krydrer
pr2576_53,66,Christianskirken
pr2576_53,69,"Statens, Museum"
pr2576_53,78,Ham
pr2578_53,20,Det
pr2580_53,1,DR2
pr2580_53,14,FN
pr2580_53,42,forladelse
pr2580_53,47,Ham
pr2580_53,48,Ham
pr2580_53,50,Ham
pr2582_53,21,TV
pr2583_53,45,Ham
pr2584_53,2,Ham
pr2584_53,2,Ham
pr2584_53,27,Noas
pr2584_53,43,Noas
pr2584_53,53,Ham
pr2586_53,31,Ham
pr2586_53,31,Ham
pr2587_53,30,Ham
pr2587_53,36,Ham
pr2587_53,57,Ham
pr2587_53,64,Ham
pr2587_53,69,Ham
pr2587_53,75,Ham
pr2588_54,25,PH
pr2592_54,47,Testamente
pr2594_54,94,Ham
pr2595_54,18,skolekommissionen
pr2595_54,104,Ham
pr2596_54,59,Gran
pr2602_55,21,Gamle
pr2603_55,3,Det
pr2603_55,3,Testamente
pr2603_55,63,Folkekirken
pr2607_55,36,brugsen
pr2611_55,62,Beatles
pr2615_55,70,TV
pr2616_55,29,Var
pr2616_55,54,Det
pr2616_55,54,Rige
pr2619_55,47,Folkekirkens
pr2620_55,32,"Kristeligt, Dagblad"
pr2622_55,0,Museum
pr2623_55,6,Islamisk
pr2623_55,7,"Time, Magazine"
pr2624_55,74,Kristeligt
pr2625_55,92,Ham
pr2626_55,95,Jesus
pr2627_55,58,Jesus
pr2631_55,35,blæsten
pr2632_55,31,Ham
pr2633_55,10,Ham
pr2635_55,8,efterklang
pr2636_55,40,Danmarks
pr2638_55,36,Grimms
pr2639_55,41,Børsen
pr2639_55,41,brugsen
pr2641_55,6,Sjællands
pr2641_55,9,Børsen
pr2641_55,9,Holmens
pr2641_55,16,TV
pr2641_55,27,jødiske
pr2643_55,43,TV
pr2644_55,2,NASA
pr2644_55,3,TV
pr2645_55,39,Facebook
pr2646_55,21,Kirkeministeriet
pr2648_55,3,Villekulla
pr2648_55,58,Gnags
pr2648_55,75,Ark
pr2650_55,41,"TV, -"
pr2652_55,7,Taleban
pr2656_55,65,nazi
pr2657_55,62,nazi
pr2658_55,40,nazi
pr2660_55,62,seminariet
pr2661_55,77,NATO
pr2661_55,77,EU
pr2663_55,36,B
pr2663_55,51,katolske
pr2663_55,54,katolske
pr2664_55,9,Discovery
pr2665_55,2,"Den, Gamle"
pr2665_55,10,Brugsen
pr2665_55,10,Rema
pr2665_55,111,Facebook
pr2675_55,58,frømandskorpset
pr2678_55,20,Selskab
pr2679_55,42,katolske
pr2680_55,96,PET
pr2681_55,26,Testamente
pr2683_56,22,Ham
pr2683_56,26,Himmelske
pr2683_56,27,Ham
pr2684_56,40,Ham
pr2684_56,40,Ham
pr2684_56,53,Folkekirken
pr2684_56,56,Folkekirken
pr2684_56,57,Folketinget
pr2686_56,38,Ham
pr2686_56,51,Rige
pr2687_56,0,Levende
pr2687_56,2,GT
pr2687_56,3,Brugsen
pr2687_56,11,Levende
pr2688_56,39,Det
pr2688_56,39,Testamente
pr2688_56,64,Salmernes
pr2689_56,32,Liv
pr2695_56,2,De
pr2695_56,4,"Den, Olympiske"
pr2695_56,48,Nedre
pr2696_56,2,De
pr2696_56,4,"Den, Olympiske"
pr2699_56,6,Ham
pr2699_56,28,Ham
pr2699_56,32,Liv
pr2704_56,19,"Det, Gamle, Testamente"
pr2704_56,23,Det
pr2705_56,9,Ham
pr2705_56,33,Ham
pr2706_56,10,Hellige
pr2707_56,49,Højre
pr2711_56,66,Liv
pr2713_56,23,Ham
pr2714_56,40,Det
pr2714_56,63,Gamle
pr2716_56,18,Universitetet
pr2717_56,28,GT
pr2717_56,64,Ham
pr2718_56,48,Ham
pr2719_56,9,Salmernes
pr2720_56,21,Salmernes
pr2720_56,33,Testamente
pr2721_56,10,Carnegie
pr2721_56,28,Ham
pr2721_56,29,Ham
pr2721_56,39,evangelist
pr2724_56,23,ΨΨΨ
pr2724_56,51,ΨΨΨ
pr2725_56,50,Ham
pr2725_56,65,Ham
pr2725_56,75,Ham
pr2726_56,17,Det
pr2726_56,17,Testamente
pr2726_56,36,Testamente
pr2726_56,36,Det
pr2727_56,31,Ef
pr2728_56,42,Liv
pr2728_56,58,Det
pr2729_56,17,Det
pr2731_56,44,Ham
pr2734_56,21,Rige
pr2737_56,0,Orient
pr2737_56,8,Israels
pr2738_56,4,Orient
pr2738_56,12,Israels
pr2739_56,0,Bud
pr2739_56,17,Det
pr2739_56,39,Ham
pr2744_56,9,Levende
pr2744_56,64,Liv
pr2744_56,65,Levende
pr2745_56,2,Levende
pr2745_56,3,Kristi
pr2745_56,4,Ham
pr2745_56,37,Det
pr2745_56,52,Det
pr2745_56,56,Det
pr2745_56,56,Liv
pr2745_56,68,Det
pr2749_56,117,Hellige
pr2750_56,26,FN
pr2750_56,26,"Israels, Folk"
pr2750_56,32,Ham
pr2750_56,40,Liv
pr2750_56,41,Ham
pr2750_56,45,Ham
pr2750_56,60,Ham
pr2750_56,61,Ham
pr2751_56,21,Ham
pr2752_56,21,Ham
pr2753_56,23,romerske
pr2754_56,8,Himmel
pr2755_56,6,De
pr2755_56,33,Himmel
pr2756_56,1,lutherske
pr2756_56,24,Folkekirkens
pr2756_56,31,"Røde, Kors"
pr2756_56,54,Testamente
pr2757_56,64,Det
pr2758_56,62,Det
pr2759_56,19,Ham
pr2759_56,19,Ham
pr2760_56,5,Ham
pr2763_56,26,Liv
pr2763_56,36,FN
pr2763_56,75,"Jesu, Kors"
pr2767_56,18,Ham
pr2767_56,62,Ham
pr2768_56,44,"Det, Gamle, Testamente"
pr2768_56,115,Ham
pr2771_56,40,Ham
pr2771_56,40,Ham
pr2771_56,53,Folkekirken
pr2771_56,56,Folkekirken
pr2771_56,57,Folketinget
pr2773_56,11,Ford
pr2773_56,15,Ford
pr2773_56,37,Ham
pr2775_56,16,Ham
pr2776_56,10,Ham
pr2776_56,68,Ham
pr2777_56,23,Liv
pr2777_56,25,Liv
pr2777_56,31,Liv
pr2777_56,41,Ham
pr2777_56,65,Ham
pr2777_56,66,Liv
pr2779_56,23,Ham
pr2779_56,40,Det
pr2779_56,40,Testamente
pr2779_56,65,Salmernes
pr2780_56,36,Ham
pr2782_56,17,GT
pr2783_56,67,Ham
pr2783_56,86,Ham
pr2785_56,23,"Israels, Folk"
pr2786_56,5,Facebook
pr2786_56,72,Ham
pr2788_56,5,"Kings, Cross"
pr2788_56,5,Expressen
pr2788_56,14,Ham
pr2789_56,39,Ham
pr2791_56,62,Liv
pr2792_56,9,lutherske
pr2792_56,44,Ham
pr2793_56,17,Guddommelige
pr2793_56,34,"Ny, Testamente"
pr2793_56,34,Universitetet
pr2793_56,44,Kristi
pr2793_56,47,Ham
pr2794_56,1,GT
pr2794_56,5,Ham
pr2794_56,51,"Ham, –"
pr2795_56,17,Ham
pr2795_56,53,Ham
pr2796_56,6,Ham
pr2797_56,8,World
pr2797_56,8,Center
pr2797_56,32,Israels
pr2797_56,61,Ham
pr2798_56,34,Kors
pr2799_56,44,Ham
pr2799_56,54,Ham
pr2799_56,54,Ham
pr2799_56,54,Ham
pr2802_56,60,Folkekirken
pr2804_56,60,Faders
pr2804_56,61,Ham
pr2804_56,66,Ham
pr2806_56,4,FN
pr2806_56,11,hvedekorn
pr2806_56,12,hvedekorn
pr2806_56,32,Ham
pr2809_56,29,Var
pr2810_56,30,GT
pr2810_56,69,Ham
pr2811_56,48,Ham
pr2814_56,23,"Gamle, Testamente"
pr2814_56,39,GT
pr2814_56,54,reformerte
pr2814_56,55,"Romersk, Katolske"
pr2816_56,23,ΨΨΨ
pr2816_56,49,ΨΨΨ
pr2817_56,35,Ham
pr2817_56,40,Ham
pr2817_56,42,De
pr2817_56,45,Ham
pr2817_56,64,Jesus
pr2817_56,65,Jesus
pr2817_56,65,Højre
pr2818_56,55,Det
pr2818_56,55,Testamente
pr2818_56,72,Testamente
pr2818_56,72,Det
pr2821_56,24,"Det, Gamle, Testamente"
pr2821_56,42,Liv
pr2822_56,45,Ham
pr2824_56,31,Folkekirken
pr2828_56,19,ak
pr2828_56,30,Det
pr2828_56,30,Testamente
pr2828_56,38,Liv
pr2828_56,53,Liv
pr2830_56,4,EU
pr2830_56,5,EU
pr2836_56,55,Hellige
pr2836_56,78,Hellige
pr2837_56,11,Hellige
pr2837_56,39,"De, Hellige"
pr2840_56,75,Ham
pr2841_56,7,Ham
pr2841_56,41,Guddommelige
pr2841_56,57,Himmelske
pr2844_56,49,Højre
pr2845_56,33,"Israels, Folk"
pr2845_56,60,Ham
pr2846_56,5,Det
pr2846_56,5,Testamente
pr2847_56,29,pic
pr2847_56,64,md
pr2847_56,65,pic
pr2847_56,68,Liv
pr2849_56,68,Ham
pr2851_56,12,Ham
pr2851_56,13,Ham
pr2851_56,32,EU
pr2854_56,26,Ham
pr2856_56,18,Ham
pr2856_56,62,Ham
pr2857_56,8,Ham
pr2857_56,9,Ham
pr2857_56,52,Ham
pr2859_56,24,Ham
pr2859_56,49,Ham
pr2860_56,0,Det
pr2860_56,4,Rige
pr2861_56,58,FN
pr2862_56,10,Hellige
pr2863_56,65,Liv
pr2864_56,32,Den
pr2865_56,0,GT
pr2865_56,4,Ham
pr2865_56,36,Fest
pr2865_56,57,Ham
pr2866_56,18,Kristi
pr2867_56,16,Ham
pr2868_56,19,GT
pr2870_56,16,Hellige
pr2870_56,44,Ham
pr2870_56,61,De
pr2870_56,61,"Israels, Folk"
pr2870_56,61,Ham
pr2870_56,64,Ham
pr2872_56,6,Kors
pr2873_56,7,Kors
pr2875_56,55,Hellige
pr2878_56,43,Ham
pr2881_56,56,Ham
pr2887_56,62,Liv
pr2889_56,117,Hellige
pr2890_56,3,Verdens
pr2890_56,9,Ham
pr2890_56,40,Ham
pr2890_56,57,Hær
pr2891_56,0,Johannesevangeliet
pr2891_56,38,Ham
pr2892_56,48,Ham
pr2893_56,10,Hellig
pr2893_56,10,Hellig
pr2894_56,4,Jesus
pr2895_56,61,Ham
pr2895_56,64,Ham
pr2895_56,64,Ham
pr2895_56,64,Ham
pr2896_56,31,Ham
pr2896_56,32,Ham
pr2898_56,39,Ham
pr2899_56,60,Faders
pr2899_56,61,Ham
pr2899_56,66,Ham
pr2901_56,0,hvedekorn
pr2901_56,1,hvedekorn
pr2901_56,21,Ham
pr2902_56,19,Ham
pr2902_56,35,Ham
pr2906_57,13,DR2
pr2906_57,14,Wall
pr2911_57,18,"Københavns, Universitet"
pr2924_57,33,"Det, Gamle"
pr2929_57,0,Folkekirken
pr2933_57,6,ak
pr2935_57,0,"Ekstra, Bladets"
pr2943_57,65,Ham
pr2947_57,35,Ekstra
pr2951_57,16,Ham
pr2952_57,54,romerske
pr2953_57,1,Folkekirkens
pr2953_57,1,"Amnesty, International"
pr2953_57,2,verdensnaturfonden
pr2953_57,3,Læger
pr2953_57,3,"Mellemfolkeligt, Samvirke"
pr2953_57,8,Kvickly
pr2955_57,48,"Tom, Cruises"
pr2956_57,7,Holmens
pr2957_57,25,Hennes
pr2957_57,25,Prada
pr2959_57,41,toldbod
pr2961_57,29,"Aalborg, Katedralskole"
pr2963_57,46,Ham
pr2965_57,6,Testamente
pr2977_57,38,Irma
pr2978_57,25,"Det, Gamle"
pr2988_57,22,toldbod
pr2988_57,23,toldbod
pr2989_57,31,toldbod
pr2990_57,21,Ham
pr2995_57,27,Armani
pr2996_57,1,Teologisk
pr3001_7,1,Islamisk
pr3001_7,22,katolske
pr3002_7,6,TV
pr3002_7,46,TV
pr3003_7,8,Testamente
pr3003_7,20,Taleban
pr3003_7,28,Facebook
pr3004_7,13,DR
pr3005_7,26,folketinget
pr3005_7,26,sportsklubben
pr3005_7,37,FDF
pr3007_7,26,Konfirmationen
pr3007_7,53,popstars
pr3008_7,2,"Kommunal, -"
pr3008_7,11,Mærsk
pr3012_7,47,EU
pr3016_7,56,SS
pr3017_7,21,toldvæsenet
pr3020_7,0,Det
pr3020_7,1,Cirkusrevyen
pr3021_7,10,TV
pr3021_7,38,Vagttårnet
pr3022_7,41,jødiske
pr3023_7,3,Grækenlands
pr3024_7,37,jødiske
pr3025_7,5,SOS
pr3028_7,58,ak
pr3029_7,4,ak
pr3030_7,25,"Dansk, Folkeparti"
pr3031_7,25,"Dansk, Folkeparti"
pr3032_7,26,Lotto
pr3037_7,27,ak
pr3037_7,59,Eu
pr3038_7,46,Lotto
pr3040_7,8,Rigshospitalet
pr3041_7,0,giro
pr3043_7,0,"Kræftens, Bekæmpelse"
pr3044_7,10,Børsen
pr3045_7,11,TV
pr3046_7,37,EU
pr3046_7,58,volvo
pr3055_7,44,ak
pr3056_7,5,ak
pr3056_7,16,EU
pr3056_7,32,Brugsen
pr3057_7,0,folketinget
pr3057_7,1,folketinget
pr3058_7,2,Kolind
pr3058_7,19,brugsen
pr3060_7,62,Kolind
pr3061_7,64,Hospital
pr3063,59,Hospital
pr3064_7,63,Hospital
pr3065_7,51,Testamente
pr3066_7,16,ak
pr3068_7,18,ak
pr3075_7,33,besættelsesmagt
pr3079_7,0,Vagttårnet
pr3080_7,0,Giro
pr3080_7,20,romerske
pr3080_7,37,habit
pr3082_7,42,Kolind
pr3089_7,34,Ham
pr3094_7,21,Ham
pr3095_7,5,Disney
pr3095_7,8,Star
pr3095_7,11,wars
pr3096_7,6,Påske
pr3097_7,9,Påske
pr3100_7,26,sim
pr3100_7,30,AGF
pr3100_7,30,Superligaen
pr3101_7,15,"Århus, Black"
pr3101_7,42,EU
pr3102_7,54,EU
pr3103_7,3,"Mærsk, –"
pr3103_7,22,Folketinget
pr3103_7,61,Michelin
pr3105_7,33,EU
pr3107_7,0,lokalavisen
pr3107_7,20,Islamisk
pr3109_7,15,Søns
pr3109_7,41,Ham
pr3111_7,25,Facebook
pr3113_7,2,Påske
pr3115_7,47,Kolind
pr3116_7,29,Påske
pr3117_7,6,Var
pr3117_7,21,katolske
pr3118_7,42,Påske
pr3119_7,22,Kristi
pr3119_7,43,Påske
pr3122_7,0,Kolind
pr3122_7,59,asa
pr3125_7,32,TV2
pr3128_7,14,katolske
pr3129_7,27,katolske
pr3129_7,39,ak
pr3129_7,46,katolske
pr3131_7,43,Alka
pr3136_7,47,co
pr3137_7,1,bornholmer
pr3137_7,29,Islamisk
pr3142_7,32,Børsen
pr3144_7,27,Ajax
pr3146_7,21,Telia
pr3146_7,21,Nokia
pr3151_7,27,Gamles
pr3157_7,70,hvedekorn
pr3159_7,3,Las
pr3159_7,19,TV
pr3160_7,0,Oddset
pr3160_7,0,Tivoli
pr3161_7,3,Brugsen
pr3162_7,29,Den
pr3164_7,0,Facebook
pr3164_7,0,universitet
pr3164_7,1,Facebook
pr3164_7,4,Kolind
pr3164_7,50,Spansk
pr3166_7,39,Lotto
pr3168_7,27,Brugsen
pr3176_7,7,FDF
pr3179_7,4,Påske
pr3180_7,61,Testamentes
pr3181_7,2,SS
pr3182_7,5,udenrigsministeriet
pr3184_7,5,Kolind
pr3186_7,4,Kolind
pr3189_7,19,EU
pr3194_8,6,Det
pr3194_8,6,Testamente
pr3194_8,12,Det
pr3194_8,12,Testamente
pr3200_8,41,hjemvendte
pr3204_8,15,Beder
pr3207_8,9,Sikkerhedspolitiet
pr3207_8,30,Ham
pr3211_8,41,"Indre, Mission"
pr3211_8,44,"Indre, Mission"
pr3211_8,45,"World, Trade, Center"
pr3213_8,50,B
pr3218_8,11,TV
pr3218_8,30,pines
pr3219_8,25,Gestapo
pr3219_8,33,Hellige
pr3223_8,0,Folketinget
pr3230_8,42,Ham
pr3234_8,10,EU
pr3236_8,56,IRA
pr3237_8,6,Beder
pr3238_8,1,Hær
pr3240_8,8,Credo
pr3246_8,22,Det
pr3247_8,2,Indre
pr3250_8,26,Ham
pr3250_8,43,FNs
pr3252_8,8,Israels
pr3252_8,8,Sl
pr3258_8,52,Gyldne
pr3259_8,14,Sl
pr3259_8,32,Sl
pr3259_8,34,Sl
pr3262_8,8,Ham
pr3262_8,10,sl
pr3268_8,4,Var
pr3272_8,1,Ham
pr3277_9,8,Græsted
pr3277_9,27,EU
pr3278_9,21,Sovjet
pr3278_9,41,TV
pr3278_9,56,Disney
pr3284_9,30,"Kristeligt, Dagblad"
pr3286_9,1,TV2
pr3287_9,38,Testamente
pr3289_9,67,Politiken
pr3290_9,43,ak
pr3292_9,24,TV
pr3297_9,3,Lotto
pr3297_9,77,Ham
pr3298_9,62,Posten
pr3299_9,25,Telia
pr3300_9,20,Vejle
pr3302_9,2,Ham
pr3307_9,2,TV
pr3309_9,7,Hennes
pr3313_9,8,Folketinget
pr3316_9,0,Politiken
pr3316_9,8,kronikken
pr3316_9,64,folketinget
pr3320_9,76,Folketinget
pr3323_9,68,TV
pr3324_9,56,Røde
pr3325_9,88,Folketinget
pr3326_9,52,Dronning
pr3327_9,5,Champions
pr3327_9,44,TV
pr3328_9,1,TV2
pr3336_9,38,lotto
pr3338_9,9,TV
pr3338_9,78,verdslige
pr3345_9,22,folketinget
pr3348_9,1,GT
pr3355_9,21,Lalandia
pr3359_9,10,Emmaus
pr3374_9,14,Direction
pr3374_9,50,forladelse
pr3377_9,6,lotto
pr3378_9,65,Ham
pr3380_9,43,Ef
pr3381_9,45,Ef
pr3382_9,13,TV2
pr3387_9,36,Politiken
pr3387_9,63,Ef
pr3398_9,16,Grand
pr3399_9,35,"Kristeligt, Dagblad"
pr3400_9,15,Ham
pr3401_9,28,Testamente
pr3402_9,8,TV
pr3403_9,2,TV
pr3405_9,42,Grand
pr3405_9,43,kliché
pr3406_9,64,Ham
pr3409_9,49,Var
pr3422_9,10,folketinget
pr3422_9,14,Råd
pr3422_9,34,DMI
pr3422_9,34,"Danmarks, Meteorologiske, Institut"
pr3423_9,47,Netto
pr3423_9,47,Brugsen
pr3424_9,10,"Det, danske, Bibelselskab"
pr3424_9,10,Testamente
pr3424_9,27,katolske
pr3426_9,31,kejserlige
pr3429_9,23,folketinget
pr3431_9,34,Lalandia
pr3435_9,31,Disneyland
pr3435_9,32,Disneyland
pr3435_9,34,Disney
pr3435_9,35,Disney
pr3435_9,39,Disney
pr3439_9,28,HC
pr3440_9,49,DSB
pr3443_9,8,Emmaus
pr3445_9,49,Testamente
pr3447_9,5,Jesus
pr3454_9,5,Bilka
pr3454_9,37,TV
pr3462_9,6,Facebook
pr3465_9,21,Handicap
pr3466_9,52,Vejle
pr3467_9,6,lotto
pr3468_9,23,Ef
pr3470_9,29,New
pr3470_9,30,Ny
pr3470_9,34,New
pr3473_9,30,TV2
pr3474_9,22,Jesus
pr3476_9,22,regiment
pr3476_9,31,regiment
pr3477_9,0,"Det, Kongelige, Danske, Musikkonservatorium"
pr3477_9,2,Rocca
pr3477_9,29,Emmaus
pr3481_9,38,TV
pr3481_9,72,Testamente
pr3481_9,72,…
pr3481_9,80,Politiken
pr3487_9,72,"Copenhagen, Carnival"
pr3487_9,72,Gallery
pr3487_9,74,"Cold, Coffee"
pr3487_9,74,PAU
pr3487_9,77,"Copenhagen, Carnival"
pr3487_9,77,Gallery
pr3487_9,79,"Cold, Coffee"
pr3487_9,79,PAU
pr3487_9,82,"Copenhagen, Carnival"
pr3487_9,82,Gallery
pr3487_9,84,"Cold, Coffee"
pr3487_9,84,PAU
pr3487_9,87,"Copenhagen, Carnival"
pr3487_9,87,Gallery
pr3487_9,89,"Cold, Coffee"
pr3487_9,89,PAU
pr3490_9,33,Selskab
pr3493_9,19,FaceBook
pr3496_9,39,lutherske
pr3497_9,37,"Aalborg, Universitet"
pr3501_9,14,Queen
pr3506_9,28,"Aarhus, Universitet"
pr3507_9,4,Trump
pr3507_9,12,Trump
pr3507_9,40,TV
pr3508_9,108,Ham
pr3509_9,8,Global
pr3510_9,47,Netto
pr3510_9,47,Brugsen
pr3511_9,9,Hellige
pr3518_9,6,"Københavns, Universitet"
pr3518_9,38,michelin
pr3518_9,58,Jensens
pr3520_9,0,Folkekirkens
pr3522_9,17,Hornet
pr3522_9,18,Borgerservice
pr3523_9,34,Facebook
pr3529_10,21,TV
pr3532_10,25,Emmaus
pr3534_10,40,Ham
pr3534_10,47,romerske
pr3536_10,59,TV
pr3539_10,5,DK
pr3540_10,0,TV
pr3540_10,55,Hellige
pr3540_10,69,Hellige
pr3545_10,24,Ham
pr3552_10,24,GT
pr3557_10,68,Herrens
pr3558_10,46,folketinget
pr3558_10,51,Verdens
pr3563_10,43,Pagtens
pr3565_10,14,Hellig
pr3565_10,20,GT
pr3565_10,20,Sl
pr3566_10,1,Titanic
pr3566_10,20,Påske
pr3570_10,0,landsholds
pr3570_10,0,Facebook
pr3570_10,51,Lk
pr3573_10,31,GT
pr3573_10,67,lutherske
pr3575_10,47,kliché
pr3575_10,56,Apartheid
pr3577_10,0,MGP
pr3580_10,39,Prædikerens
pr3581_10,43,Den
pr3581_10,58,Ham
pr3584_10,5,Salmernes
pr3584_10,22,GT
pr3584_10,24,Ham
pr3584_10,30,GT
pr3584_10,37,"Bethesda, –"
pr3585_10,36,"etiopiske, hof"
pr3587_10,25,Sl
pr3589_10,16,TV
pr3592_10,13,nissebanden
pr3593_10,23,GT
pr3594_10,33,folketinget
pr3595_10,10,GT
pr3596_10,18,GT
pr3596_10,48,GT
pr3596_10,60,GT
pr3598_10,9,GT
pr3599_10,45,GT
pr3599_10,47,Påske
pr3599_10,51,Påske
pr3599_10,54,Påske
pr3602_10,11,Egeris
pr3603_10,25,Påske
pr3603_10,56,Folkekirkens
pr3604_10,48,GT
pr3605_10,45,TV
pr3606_10,14,katolske
pr3608_10,4,Danmarkshistorien
pr3608_10,10,kz
pr3608_10,28,katolske
pr3610_10,11,hjorten
pr3610_10,12,GT
pr3611_10,30,GT
pr3613_10,44,Beder
pr3613_10,51,Beder
pr3614_10,44,Hellige
pr3616_10,18,Robin
pr3617_10,27,romerske
pr3617_10,58,GT
pr3618_10,2,TV
pr3619_10,4,Vestkysten
pr3623_10,1,TV
pr3624_10,56,folketinget
pr3625_10,8,GT
pr3627_10,2,Brøndby
pr3627_10,21,Påske
pr3631_10,39,DR
pr3633_10,6,Rådet
pr3634_10,69,Herrens
pr3637_10,20,blæsten
pr3639_10,32,Påske
pr3639_10,35,TV
pr3641_10,69,Ham
pr3643_10,4,Påske
pr3643_10,13,romerske
pr3643_10,35,Rådet
pr3646_10,39,Lk
pr3656_10,59,GT
pr3657_10,10,Prædikerens
pr3658_10,70,folketinget
pr3659_10,24,Ham
pr3660_10,1,folketinget
pr3660_10,6,FN
pr3662_10,11,romerske
pr3665_10,19,kp
pr3665_10,24,Lk
pr3667_10,71,Freds
pr3668_10,28,GT
pr3670_10,9,Jesus
pr3675_10,0,TV
pr3677_10,54,GT
pr3678_10,2,Påske
pr3678_10,4,Faste
pr3678_10,4,Påske
pr3680_10,21,Påske
